Latitude,Longitude,Wind,Pressure,Storm_Type
22.6,-72.9,35,1002,tropical storm
23.3,-73,40,1001,tropical storm
24,-73,45,1001,tropical storm
24.2,-73,45,998,tropical storm
24.4,-72.9,45,996,tropical storm
24.7,-72.7,50,993,tropical storm
24.9,-72.4,50,992,tropical storm
25.1,-72.1,65,989,hurricane
25.6,-72,65,989,hurricane
26.7,-71.8,65,988,hurricane
28.1,-71.4,65,987,hurricane
29.5,-71.5,70,983,hurricane
30.6,-72,70,983,hurricane
31.6,-72.2,70,983,hurricane
32.3,-71.8,65,984,hurricane
33.5,-70.7,65,984,hurricane
34.8,-69,65,982,hurricane
36.3,-67.1,70,979,hurricane
37.5,-63.6,75,971,hurricane
39.1,-58.8,75,965,hurricane
41.2,-53.9,70,967,hurricane
44.2,-49,65,970,extratropical
46.7,-45.9,65,972,extratropical
48.6,-42.8,65,974,extratropical
49.9,-39.5,65,974,extratropical
51.3,-36.2,60,971,extratropical
54,-32,60,971,extratropical
58,-28.9,60,971,extratropical
61,-27,60,963,extratropical
62,-26,60,964,extratropical
63,-24.5,55,968,extratropical
64,-22,50,974,extratropical
65,-19.5,50,978,extratropical
66,-17,45,980,extratropical
67,-15.4,45,982,extratropical
68,-15,40,984,extratropical
69,-15,35,985,extratropical
19.2,-92.3,25,1009,other low
20,-93.2,30,1009,tropical depression
21.3,-93.4,35,1007,tropical storm
22.3,-94.3,40,1005,tropical storm
22.8,-95.6,45,1005,tropical storm
22.2,-96.7,40,1003,tropical storm
22,-97.3,40,1001,tropical storm
22,-97.4,40,1000,tropical storm
22,-97.7,40,1002,tropical storm
21.9,-98,35,1004,tropical storm
21.8,-98.8,25,1005,other low
21.7,-99.8,20,1005,other low
21.6,-101,15,1002,other low
13.7,-33.2,25,1009,other low
14.2,-34.4,25,1009,other low
14.9,-35.5,25,1009,other low
15.8,-36.5,30,1008,tropical depression
16.5,-37.7,30,1007,tropical depression
17.2,-39.2,35,1006,tropical storm
17.7,-40.8,35,1005,tropical storm
18.3,-42.3,40,1000,tropical storm
18.9,-43.6,40,999,tropical storm
19.6,-44.8,40,998,tropical storm
20.4,-45.7,45,997,tropical storm
21.4,-46.4,45,996,tropical storm
22.3,-47,50,995,tropical storm
23,-47.9,55,994,tropical storm
23.7,-49,60,991,tropical storm
24.4,-50.3,70,985,hurricane
25.1,-51.5,75,980,hurricane
25.8,-52.7,80,975,hurricane
26.5,-54,85,970,hurricane
27,-55.1,90,966,hurricane
27.7,-56.1,95,962,hurricane
28.5,-56.7,95,960,hurricane
29.5,-57.3,100,956,hurricane
30.6,-57.8,105,955,hurricane
31.7,-57.7,95,958,hurricane
32.9,-57,85,959,hurricane
34.3,-56,85,958,hurricane
35.7,-54.5,80,957,hurricane
37.2,-52.4,80,955,hurricane
38.3,-49.5,75,958,hurricane
39.3,-46.7,70,964,hurricane
39.9,-44.1,70,969,hurricane
39.9,-42.1,65,973,hurricane
39.9,-40.1,60,980,tropical storm
39.9,-38.9,55,988,tropical storm
39.5,-38.1,45,994,tropical storm
39.5,-37.4,40,1001,other low
39.4,-36.6,35,1004,other low
39.3,-35.7,30,1006,other low
39.1,-34.4,30,1008,other low
38.8,-33,25,1010,other low
38.1,-31.8,25,1012,other low
37.1,-30.9,25,1013,other low
36.1,-30.2,25,1014,other low
35.1,-30.2,25,1014,other low
34.2,-30.4,25,1015,other low
33.4,-30.7,25,1015,other low
22,-61.2,35,1007,other low
22.7,-62.4,35,1006,subtropical storm
23.5,-63.3,35,1005,subtropical storm
24.3,-64,40,1003,subtropical storm
25.1,-64.5,50,999,subtropical storm
26,-65,55,994,tropical storm
27.2,-65.3,60,990,tropical storm
28.7,-65.4,60,988,tropical storm
30.2,-65.2,60,987,tropical storm
31.7,-64.9,65,985,hurricane
32.3,-64.7,70,984,hurricane
33.1,-63.9,70,983,hurricane
33.6,-61.9,60,986,tropical storm
33.9,-59,50,990,tropical storm
16.4,-54.9,25,1010,other low
16.4,-55.9,30,1010,tropical depression
16.4,-56.9,30,1008,tropical depression
16.4,-57.9,35,1006,tropical storm
16.4,-58.8,40,1004,tropical storm
16.5,-59.7,45,1001,tropical storm
16.7,-60.6,55,996,tropical storm
17,-61.5,65,992,hurricane
17.1,-61.8,65,990,hurricane
17.6,-62.4,70,988,hurricane
18.1,-63,75,984,hurricane
18.2,-63.1,75,984,hurricane
18.3,-63.2,80,983,hurricane
19.1,-64,90,976,hurricane
19.9,-64.8,95,973,hurricane
20.8,-65.5,100,968,hurricane
21.7,-66.2,115,956,hurricane
22.5,-67,115,953,hurricane
23.1,-67.7,115,949,hurricane
23.8,-68.3,110,953,hurricane
24.4,-68.6,110,953,hurricane
25,-68.7,115,948,hurricane
25.6,-68.7,125,940,hurricane
26.5,-68.3,125,942,hurricane
27.4,-67.8,120,942,hurricane
28.6,-67.2,115,945,hurricane
29.8,-66.5,110,947,hurricane
31,-65.7,105,949,hurricane
32.2,-64.9,95,952,hurricane
32.3,-64.8,95,952,hurricane
33.7,-63.9,90,955,hurricane
35.6,-62.6,85,960,hurricane
38.2,-60.9,85,964,hurricane
41.2,-58.3,85,965,hurricane
44.5,-54.8,80,968,hurricane
47.8,-50.1,70,970,hurricane
50.6,-44.8,65,976,extratropical
52.6,-38.3,55,982,extratropical
53.9,-30.9,50,988,extratropical
19.5,-95.3,25,1002,other low
19.5,-94.8,25,1002,other low
19.5,-94.2,25,1001,other low
19.5,-93.7,30,1000,other low
19.5,-93.3,30,1000,tropical depression
19.5,-92.9,30,1001,tropical depression
19.4,-92.4,30,1002,tropical depression
19.3,-91.9,30,1003,tropical depression
19.2,-91.3,25,1004,other low
18.9,-90.8,20,1005,other low
18.6,-90.5,20,1006,other low
18.2,-90,20,1007,other low
17.9,-89.4,20,1008,other low
18.1,-88.5,20,1008,other low
18.4,-87.7,20,1008,other low
18.8,-87,20,1008,other low
19,-86.2,20,1008,disturbance
18.8,-85.3,20,1008,disturbance
18.3,-84.5,25,1008,disturbance
17.7,-83.7,25,1008,disturbance
17.1,-82.9,25,1007,disturbance
16.5,-82.2,25,1007,disturbance
16,-81.8,30,1006,other low
15.5,-81.8,30,1006,other low
15.1,-82,30,1006,tropical depression
15,-82.4,35,1005,tropical storm
14.9,-83,35,1005,tropical storm
14.9,-83.3,35,1005,tropical storm
14.9,-83.5,30,1006,tropical depression
15,-84.3,30,1007,tropical depression
15.4,-85.2,25,1008,other low
15.9,-85.9,20,1009,other low
16.5,-86.7,20,1010,other low
16.8,-87.6,20,1010,other low
16.9,-88.6,20,1011,other low
16.9,-89.6,20,1011,other low
16.8,-90.5,15,1012,other low
26.8,-79.2,25,1016,other low
28.2,-78.5,25,1015,other low
29.7,-77.8,25,1014,other low
30.8,-77.5,30,1012,other low
30.7,-77.8,35,1010,other low
30.6,-77.5,40,1008,other low
31.2,-77.5,40,1005,other low
31.4,-77.6,40,1003,subtropical storm
31.5,-77.6,40,1002,subtropical storm
31.5,-77.5,40,1000,subtropical storm
31.6,-77.4,45,999,subtropical storm
31.9,-77.3,50,998,subtropical storm
32.2,-77.5,50,998,tropical storm
32.5,-77.8,50,1001,tropical storm
32.7,-78,45,1001,tropical storm
33.1,-78.3,45,1001,tropical storm
33.5,-78.6,40,1002,tropical storm
33.8,-78.8,40,1002,tropical storm
33.9,-78.8,35,1002,tropical storm
34.3,-78.7,30,1006,tropical depression
34.7,-78.5,30,1009,tropical depression
35.5,-78,30,1010,tropical depression
36.2,-77.3,30,1012,tropical depression
37,-76.3,30,1012,tropical depression
38.1,-75.1,30,1012,other low
39.3,-73.1,25,1011,other low
40.8,-70.7,25,1009,other low
43,-67,25,1005,other low
27,-94.3,45,1005,tropical storm
27.6,-95.2,45,1001,tropical storm
28,-96,50,997,tropical storm
28.2,-96.7,50,997,tropical storm
28.2,-96.7,50,997,tropical storm
29.1,-96.9,40,998,tropical storm
30.3,-97.1,30,999,tropical depression
31.7,-97.4,30,999,tropical depression
32.6,-97.5,25,999,tropical depression
33.5,-97.3,25,1000,tropical depression
34.2,-96.9,25,1002,tropical depression
34.8,-96.3,20,1003,tropical depression
35.2,-95.5,15,1004,other low
35.6,-94.5,15,1005,other low
35.9,-93.5,15,1006,other low
36.3,-92.3,15,1006,other low
36.9,-90.9,20,1005,other low
37.4,-89.4,20,1004,other low
37.8,-87.8,15,1002,other low
38.2,-85.8,15,1001,other low
38.5,-83.7,15,1003,other low
38.9,-81.3,15,1006,other low
35.4,-75.4,25,1010,other low
35.3,-74.6,25,1010,other low
35.2,-73.6,25,1010,other low
35.3,-72.8,25,1010,other low
35.5,-72.2,25,1010,other low
36,-71.1,30,1008,tropical depression
36.8,-69.4,40,1005,tropical storm
37.6,-67.5,45,1003,tropical storm
38.4,-65.7,45,1004,tropical storm
39.4,-64.1,45,1004,tropical storm
40.7,-62,45,1004,tropical storm
42,-60,40,1004,tropical storm
43.5,-58.2,35,1004,other low
45,-56.9,30,1004,other low
46,-55.9,30,1004,other low
9.6,-29.3,25,1011,other low
9.6,-30.4,25,1011,other low
9.7,-31.5,25,1011,other low
10,-32.6,25,1010,other low
10.3,-33.7,25,1010,other low
10.4,-34.8,30,1009,tropical depression
10.5,-35.9,35,1008,tropical storm
10.7,-37.1,40,1006,tropical storm
10.9,-38.4,45,1005,tropical storm
11,-39.5,45,1003,tropical storm
11.2,-40.6,45,1002,tropical storm
11.5,-41.5,50,1001,tropical storm
11.7,-42.5,55,1000,tropical storm
11.9,-43.5,60,998,tropical storm
12.3,-44.4,65,995,hurricane
12.8,-45.3,75,990,hurricane
13.2,-46.2,85,981,hurricane
13.5,-47,95,973,hurricane
13.8,-47.8,110,960,hurricane
14.3,-48.6,105,966,hurricane
14.7,-49.4,95,973,hurricane
15,-50.3,85,980,hurricane
15.3,-51.4,75,985,hurricane
15.5,-52.7,65,990,hurricane
15.6,-54,55,999,tropical storm
15.7,-55.3,50,1001,tropical storm
15.7,-56.7,45,1002,tropical storm
15.6,-58.2,40,1004,tropical storm
15.6,-59.3,40,1007,tropical storm
15.8,-60.4,35,1008,tropical storm
15.8,-61.3,30,1009,tropical depression
14.3,-45.1,40,1003,tropical storm
14.4,-46.9,40,1003,tropical storm
14.7,-48.6,40,1003,tropical storm
15,-50.2,40,1003,tropical storm
15.3,-51.9,35,1004,tropical storm
15.7,-53.6,35,1006,tropical storm
15.9,-55.2,35,1005,tropical storm
16.2,-56.8,40,1005,tropical storm
16.4,-58.2,40,1005,tropical storm
16.6,-59.5,40,1006,tropical storm
16.5,-60.8,45,1001,tropical storm
16.5,-62.2,45,1004,tropical storm
16.6,-63.6,45,1006,tropical storm
17.2,-65.1,45,1006,tropical storm
17.5,-66.8,45,1006,tropical storm
17.6,-68.6,45,1008,tropical storm
11.6,-17.5,30,1007,tropical depression
12.2,-18.4,35,1005,tropical storm
13.1,-19.5,45,1004,tropical storm
14,-20.7,55,998,tropical storm
14.6,-21.7,65,992,hurricane
15.3,-22.5,70,989,hurricane
16.1,-23.3,75,986,hurricane
16.8,-24.1,70,988,hurricane
17.4,-24.9,65,991,hurricane
17.8,-25.7,60,994,tropical storm
18.2,-26.7,50,1000,tropical storm
18.7,-27.6,45,1003,tropical storm
19.1,-28.7,45,1003,tropical storm
19.3,-29.7,40,1004,tropical storm
19.6,-30.5,40,1005,tropical storm
20,-31.4,35,1006,tropical storm
20.4,-32.2,35,1006,tropical storm
20.7,-32.9,40,1005,tropical storm
21.3,-33.7,40,1005,tropical storm
21.8,-34.9,35,1005,tropical storm
21.9,-36,35,1005,tropical storm
22,-36.9,35,1005,tropical storm
22.2,-37.9,30,1005,tropical depression
22.4,-38.7,30,1006,tropical depression
22.7,-39.6,35,1006,tropical storm
23,-40.6,35,1007,tropical storm
23.3,-41.5,30,1008,tropical depression
23.5,-42.2,30,1008,tropical depression
23.8,-42.9,30,1009,tropical depression
24.5,-43.3,30,1010,tropical depression
25.3,-43.2,25,1010,tropical depression
12,-23.1,25,1010,tropical depression
12.2,-24.4,30,1008,tropical depression
12.3,-25.7,35,1007,tropical storm
12.4,-26.9,40,1005,tropical storm
12.5,-28,45,1002,tropical storm
12.7,-29.2,50,1000,tropical storm
12.9,-30.5,45,1002,tropical storm
13.2,-31.9,45,1002,tropical storm
13.5,-33.4,45,1002,tropical storm
13.7,-35,40,1004,tropical storm
13.8,-36.7,40,1004,tropical storm
13.9,-38.4,35,1005,tropical storm
14,-40.1,35,1005,tropical storm
14,-41.8,30,1006,tropical depression
14,-43.4,30,1006,tropical depression
14,-44.9,25,1006,tropical depression
14,-46.4,25,1006,tropical depression
31.1,-62.2,20,1014,other low
30.9,-61.9,25,1012,other low
30.8,-61.6,30,1011,tropical depression
30.8,-61.4,35,1009,tropical storm
30.8,-61.2,35,1007,tropical storm
30.8,-61,40,1005,tropical storm
30.9,-60.8,45,1003,tropical storm
31.2,-60.8,45,1003,tropical storm
31.6,-60.9,45,1005,tropical storm
32.2,-60.9,40,1006,tropical storm
33.2,-60.9,40,1007,tropical storm
34.3,-60.7,40,1009,tropical storm
35.7,-60.3,40,1010,tropical storm
11.5,-40.3,20,1011,other low
11.7,-41.1,20,1011,other low
11.9,-41.9,20,1011,other low
12.5,-42.4,20,1011,other low
13.3,-42.7,25,1010,other low
14,-43.1,25,1009,other low
14.5,-43.7,25,1009,tropical depression
15,-44.4,25,1009,tropical depression
15.3,-44.8,25,1008,tropical depression
15.6,-45,30,1006,tropical depression
15.9,-45.1,30,1006,tropical depression
16.3,-45.1,25,1007,tropical depression
16.8,-45.2,25,1007,tropical depression
17.3,-45.8,25,1007,tropical depression
17.6,-46.6,25,1007,tropical depression
17.9,-47.3,25,1007,tropical depression
18.1,-48.1,25,1008,tropical depression
18.3,-48.8,25,1009,tropical depression
18.5,-49.4,25,1009,tropical depression
9.4,-24.2,25,1010,other low
9.7,-25.5,25,1010,other low
10.1,-26.6,25,1010,other low
10.4,-27.6,25,1010,other low
10.7,-28.6,25,1010,other low
11,-29.6,25,1009,other low
11.3,-30.7,25,1009,other low
11.6,-31.8,25,1008,other low
12,-32.9,25,1008,other low
12.3,-33.9,25,1008,other low
12.6,-34.9,25,1008,other low
12.9,-35.7,25,1007,tropical depression
13.2,-36.4,25,1007,tropical depression
13.4,-37,30,1006,tropical depression
13.7,-37.6,35,1005,tropical storm
14.1,-38.4,35,1005,tropical storm
14.6,-39.4,35,1005,tropical storm
15.1,-40.6,35,1005,tropical storm
15.6,-41.9,40,1004,tropical storm
16.2,-43.1,40,1004,tropical storm
16.9,-44.4,40,1004,tropical storm
17.8,-45.6,40,1003,tropical storm
18.8,-46.5,40,1003,tropical storm
19.7,-47.3,45,1002,tropical storm
20.5,-48.1,45,1001,tropical storm
20.9,-48.7,45,1001,tropical storm
21.3,-48.9,40,1002,tropical storm
21.4,-48.5,40,1002,tropical storm
21.4,-47.9,40,1002,tropical storm
21.1,-47.4,40,1003,tropical storm
20.9,-47.2,35,1004,tropical storm
20.6,-47.2,35,1004,tropical storm
20.3,-47.2,35,1004,tropical storm
19.9,-46.9,35,1004,tropical storm
19.7,-46.4,35,1004,tropical storm
19.7,-45.7,30,1005,tropical depression
20,-45.2,30,1005,tropical depression
20.5,-45,30,1005,tropical depression
21,-45,30,1006,tropical depression
21.4,-45,30,1006,tropical depression
21.8,-45.1,30,1006,tropical depression
22.2,-45.2,30,1006,tropical depression
22.6,-45.5,30,1006,tropical depression
23.1,-45.8,30,1006,tropical depression
23.6,-46.2,30,1006,tropical depression
24,-46.7,30,1006,tropical depression
24.3,-47.2,30,1006,tropical depression
24.5,-47.7,25,1007,tropical depression
24.6,-48.1,25,1007,other low
24.5,-48.7,25,1007,other low
24.1,-49.3,20,1008,other low
26.8,-68.7,20,1011,other low
26.9,-68.6,20,1011,other low
27,-68.5,20,1010,other low
27.1,-68.6,25,1009,other low
27.2,-68.8,30,1007,other low
27.4,-69,30,1007,tropical depression
27.6,-69.3,30,1007,tropical depression
27.7,-69.7,30,1006,tropical depression
27.4,-70,30,1003,tropical depression
26.9,-70.1,35,1002,tropical storm
26.5,-70.3,35,1002,tropical storm
26.2,-70.5,45,999,tropical storm
26,-70.8,55,992,tropical storm
25.8,-71.3,60,985,tropical storm
25.4,-71.8,65,978,hurricane
24.9,-72.2,70,971,hurricane
24.4,-72.5,80,961,hurricane
23.9,-72.9,100,951,hurricane
23.5,-73.3,110,947,hurricane
23.1,-73.7,115,942,hurricane
23,-74.2,115,936,hurricane
22.9,-74.4,120,931,hurricane
23,-74.7,120,935,hurricane
23.4,-74.8,115,937,hurricane
23.6,-74.8,110,940,hurricane
23.8,-74.7,110,941,hurricane
24.1,-74.5,110,942,hurricane
24.3,-74.3,115,943,hurricane
24.8,-73.6,120,945,hurricane
25.4,-72.6,135,934,hurricane
26.3,-71,130,934,hurricane
27.4,-69.5,115,941,hurricane
28.9,-68.3,105,949,hurricane
30.4,-67.2,95,956,hurricane
31.6,-66.5,85,958,hurricane
32.6,-66,75,961,hurricane
33.6,-65.6,75,964,hurricane
34.4,-65.2,75,964,hurricane
35.3,-64.5,75,964,hurricane
36.2,-63.6,75,967,hurricane
37,-62.3,75,970,hurricane
37.9,-60.4,70,974,hurricane
38.8,-58,70,974,hurricane
39.6,-54.9,70,974,hurricane
40.3,-51.5,65,977,hurricane
41,-47.5,60,977,tropical storm
41.5,-43.3,60,977,tropical storm
41.9,-39.1,55,977,other low
42.4,-35,50,977,other low
43,-31,45,980,other low
43.5,-27.3,45,984,other low
43.9,-24.1,45,987,extratropical
44.1,-21.9,45,988,extratropical
44.2,-19.9,45,988,extratropical
44.1,-18.2,40,989,extratropical
43.8,-16.4,35,992,extratropical
43.4,-15,35,993,extratropical
43.1,-13.9,35,996,extratropical
42.8,-12.9,30,998,extratropical
42.5,-12,30,999,extratropical
42.2,-11.3,30,1000,extratropical
41.8,-10.8,35,1001,extratropical
41.2,-10.5,35,1001,extratropical
40.4,-10.2,35,1002,extratropical
39.8,-9.7,35,1002,extratropical
39.5,-9.1,35,1003,extratropical
39.1,-8.8,30,1005,extratropical
38.6,-8.9,25,1007,extratropical
38,-9.1,20,1009,extratropical
37.3,-9.2,20,1010,extratropical
36.6,-9.1,20,1010,extratropical
36,-9,20,1011,extratropical
35.5,-8.7,20,1011,extratropical
35.1,-8.4,20,1011,extratropical
35,-8,15,1012,extratropical
35.2,-7.7,15,1012,extratropical
22.2,-71.5,30,1010,tropical depression
22.8,-72.6,30,1010,tropical depression
23.4,-73.7,35,1010,tropical storm
24.1,-74.8,40,1008,tropical storm
25,-75.7,45,1008,tropical storm
26.4,-76.2,50,1006,tropical storm
28,-76.2,55,1003,tropical storm
29.5,-75.4,60,998,tropical storm
31.2,-74,60,993,tropical storm
33.1,-71.3,65,990,hurricane
35.2,-67.6,70,985,hurricane
36.2,-62.5,75,980,hurricane
37.6,-58.2,65,980,hurricane
38.9,-55,65,980,extratropical
40,-52,65,980,extratropical
41.3,-50.4,55,981,extratropical
41.9,-49.9,55,983,extratropical
41.5,-49.2,50,985,extratropical
40.8,-47.5,45,985,extratropical
40.7,-45.4,45,987,extratropical
26.6,-75.3,40,1010,extratropical
27.6,-74.7,45,1003,extratropical
28.7,-73.8,50,997,extratropical
30,-72.5,55,987,extratropical
31.4,-70.6,55,986,extratropical
32.4,-68.8,55,986,extratropical
33,-67.1,45,991,extratropical
33.5,-65,45,991,extratropical
34,-62.9,45,991,extratropical
34.5,-60.5,50,991,extratropical
35,-58.3,55,989,extratropical
35.1,-56.1,60,985,extratropical
34.4,-54.2,65,981,extratropical
33.7,-52.7,65,981,extratropical
32.9,-51.2,65,979,extratropical
32.1,-49.1,60,980,extratropical
31.6,-46.5,55,980,extratropical
31.6,-44.6,55,980,extratropical
31.3,-43.4,55,980,extratropical
30,-42.5,50,982,extratropical
28.4,-41.7,50,985,extratropical
26.3,-40.2,50,988,extratropical
25,-38,50,988,extratropical
25.1,-35.9,50,988,subtropical storm
25.4,-34.7,50,988,subtropical storm
25.6,-33.6,45,989,subtropical storm
26,-32.5,45,989,subtropical storm
26.7,-31.4,45,990,subtropical storm
27.9,-30.4,55,988,subtropical storm
29.3,-29.6,65,985,hurricane
30.8,-28.7,75,981,hurricane
32.5,-28,75,981,hurricane
33.9,-27.6,70,984,hurricane
35.4,-27.2,65,986,hurricane
38,-27,55,986,tropical storm
38.7,-27.1,55,986,tropical storm
41.5,-27.7,55,986,extratropical
45.1,-28.9,55,984,extratropical
48.9,-30.2,55,982,extratropical
53,-32,55,980,extratropical
56,-37,55,979,extratropical
57,-42,70,978,extratropical
27.2,-72.1,30,1010,other low
27.7,-73.1,30,1009,other low
28.3,-74.4,30,1009,tropical depression
28.8,-75.5,30,1009,tropical depression
29.4,-76.7,30,1009,tropical depression
30,-78,35,1008,tropical storm
30.7,-79.1,40,1008,tropical storm
31,-79.4,40,1007,tropical storm
31.7,-79.4,35,1007,tropical storm
32.7,-79.7,30,1007,tropical depression
32.8,-79.8,30,1007,tropical depression
33,-80.3,30,1010,tropical depression
32.7,-80.3,25,1011,tropical depression
33.1,-80,25,1011,tropical depression
33.3,-79.8,25,1012,other low
33.4,-79.6,25,1011,other low
33.2,-79.3,25,1009,other low
33.1,-78.8,25,1007,other low
33.2,-78.4,25,1007,other low
33.3,-78,25,1007,other low
33.4,-77.7,20,1008,other low
33.4,-77.3,20,1009,other low
33.4,-76.9,20,1009,other low
33.5,-76.4,20,1010,other low
34.1,-76,20,1010,tropical depression
34.7,-75.7,25,1010,tropical depression
35.1,-75.4,25,1009,tropical depression
35.4,-75,30,1008,tropical depression
35.6,-74.5,30,1006,tropical depression
35.7,-73.7,30,1006,tropical depression
35.9,-72.6,35,1006,tropical storm
35.9,-71.4,35,1006,tropical storm
35.9,-70.2,35,1006,tropical storm
35.9,-68.9,35,1006,tropical storm
35.6,-67.3,30,1007,tropical depression
35.1,-65.9,30,1008,tropical depression
34.8,-64.6,25,1009,other low
34.3,-63,25,1011,other low
33.8,-61.2,25,1011,other low
33.4,-59.2,25,1012,other low
33,-57.1,25,1013,other low
32.4,-54.5,25,1013,other low
31.6,-51.5,25,1014,other low
31,-48.7,25,1014,other low
30.3,-46.2,25,1015,other low
29.6,-42.9,25,1015,other low
29.2,-40.3,30,1015,other low
28.9,-38,30,1015,extratropical
28.8,-36.2,30,1015,extratropical
28.9,-34.7,25,1015,extratropical
29.1,-33.5,25,1016,extratropical
29.5,-32.5,25,1016,extratropical
29.9,-31.7,25,1019,extratropical
30.2,-30.9,25,1018,extratropical
30.4,-30.2,25,1018,extratropical
30.6,-29.5,25,1020,extratropical
21.6,-88,30,1005,tropical depression
22.4,-87.9,35,1005,tropical storm
23.2,-87.8,35,1003,tropical storm
24.6,-87.6,40,1004,tropical storm
26.4,-87.3,45,1004,tropical storm
28.1,-86.1,45,1003,tropical storm
29.4,-84.3,45,1001,tropical storm
29.8,-83.6,45,1001,tropical storm
30.7,-82.1,45,1003,tropical storm
33.2,-78.5,45,1000,extratropical
35.5,-74.4,50,996,extratropical
38,-70,50,994,extratropical
40,-65,50,992,extratropical
41,-61,50,988,extratropical
43,-58,45,987,extratropical
19.4,-91.6,25,1010,other low
19.7,-92.3,25,1009,other low
19.9,-93.2,25,1009,other low
19.9,-94.1,30,1008,tropical depression
19.8,-94.6,30,1009,tropical depression
19.8,-95.1,30,1008,tropical depression
20,-95.5,35,1008,tropical storm
20.7,-96.1,40,1007,tropical storm
21.3,-96.8,35,1008,tropical storm
21.2,-97.4,35,1009,tropical storm
21.1,-97.8,30,1010,tropical depression
20.8,-98.7,20,1013,other low
16.3,-77.5,40,1004,tropical storm
16.3,-79.2,40,1003,tropical storm
16.3,-80.8,45,1001,tropical storm
16.4,-82.2,55,994,tropical storm
16,-83.1,55,993,tropical storm
16.3,-84.3,60,989,tropical storm
16.9,-85.4,65,988,hurricane
17.3,-86.9,70,984,hurricane
17.4,-87.8,75,979,hurricane
17.4,-88.3,75,979,hurricane
17.4,-89.4,60,989,tropical storm
17.6,-90.3,40,995,tropical storm
18,-91.2,35,1000,tropical storm
18.3,-92.3,35,1001,tropical storm
18.5,-93.5,40,1001,tropical storm
18.7,-94.7,50,999,tropical storm
18.9,-95.6,50,999,tropical storm
19,-96,50,999,tropical storm
19,-96.5,45,1004,tropical storm
19,-97.5,25,1008,tropical depression
12,-32.2,25,1009,tropical depression
12.4,-33.6,30,1008,tropical depression
12.9,-34.8,30,1008,tropical depression
13.7,-36,35,1007,tropical storm
14.5,-37.3,35,1007,tropical storm
15.2,-38.5,35,1007,tropical storm
15.7,-39.4,40,1006,tropical storm
16.1,-40.1,40,1006,tropical storm
16.5,-40.8,40,1005,tropical storm
16.9,-41.5,45,1004,tropical storm
17.3,-42.3,45,1004,tropical storm
17.7,-43.1,40,1005,tropical storm
18,-43.9,40,1006,tropical storm
18.5,-44.9,40,1005,tropical storm
19.2,-46.1,40,1005,tropical storm
20,-47.2,45,1004,tropical storm
20.8,-48.4,45,1004,tropical storm
21.5,-49.6,45,1004,tropical storm
22.1,-51.1,40,1005,tropical storm
22.6,-52.6,35,1006,tropical storm
23.1,-54.2,35,1006,tropical storm
23.7,-55.9,35,1007,tropical storm
24.2,-57.6,30,1008,tropical depression
24.5,-59.1,30,1008,tropical depression
25,-60.5,30,1009,tropical depression
25.3,-61.7,30,1010,tropical depression
25.6,-62.9,25,1012,tropical depression
25.9,-64,20,1014,other low
26.3,-64.9,20,1015,other low
26.7,-65.8,20,1016,other low
27.1,-66.7,20,1016,other low
11,-19.4,20,1009,other low
11,-21.2,20,1009,other low
11,-23,25,1009,other low
11.2,-24.8,25,1009,other low
11.5,-26.5,30,1008,tropical depression
12,-28.2,35,1007,tropical storm
12.5,-29.9,40,1006,tropical storm
13,-31.6,45,1005,tropical storm
13.5,-33.4,55,1003,tropical storm
13.9,-35,55,1003,tropical storm
14.2,-36.5,55,1000,tropical storm
14.8,-37.9,60,997,tropical storm
15.8,-39.1,65,992,hurricane
16.9,-40.2,65,988,hurricane
18,-41.4,65,988,hurricane
18.9,-42.7,65,988,hurricane
19.8,-44,60,992,tropical storm
21,-45,55,996,tropical storm
22.3,-46,55,996,tropical storm
23.6,-47,55,996,tropical storm
24.8,-47.9,55,996,tropical storm
25.8,-49.1,55,996,tropical storm
26.7,-50.3,55,996,tropical storm
27.5,-51.5,55,996,tropical storm
28.1,-52.8,60,992,tropical storm
28.7,-53.6,65,989,hurricane
29.3,-54.2,75,980,hurricane
29.9,-54.5,80,976,hurricane
30.3,-54.7,90,969,hurricane
30.5,-55,100,962,hurricane
30.6,-55.2,105,955,hurricane
30.7,-55.3,100,960,hurricane
30.8,-55.4,95,964,hurricane
31.1,-55.4,90,967,hurricane
31.4,-54.9,85,970,hurricane
31.7,-54.4,85,970,hurricane
32,-53.5,85,968,hurricane
32.4,-52.5,95,963,hurricane
32.7,-51.5,105,955,hurricane
33.1,-50.5,105,955,hurricane
33.7,-49.2,100,960,hurricane
34.5,-47.9,95,965,hurricane
35.5,-46.3,90,969,hurricane
36.3,-44.3,85,973,hurricane
37.1,-42,80,976,hurricane
37.8,-39.5,75,981,hurricane
38.2,-37,70,985,hurricane
38.5,-35,65,988,hurricane
38.9,-33,60,992,tropical storm
39.3,-31.2,45,1003,other low
39.7,-29.5,35,1006,other low
40.2,-27.8,30,1007,other low
40.9,-26.1,25,1008,other low
30.7,-65,20,1012,other low
30.8,-65.6,25,1011,other low
30.9,-66.2,25,1011,other low
31,-66.9,25,1011,other low
31.1,-67.8,25,1011,other low
31.3,-68.7,25,1011,other low
31.5,-69.6,30,1010,tropical depression
31.7,-70.6,30,1010,tropical depression
32,-71.7,30,1010,tropical depression
32.4,-72.6,30,1010,tropical depression
32.9,-73.2,30,1011,tropical depression
33.4,-73.8,30,1012,tropical depression
33.7,-74.5,30,1012,tropical depression
